Contig,Locus tag,Log fold change,EdgeR adjusted p-value,Mean observed counts,Mean pseudodata counts,Classification,Classification uncertainty,Essential,Product name,COG Class,COG ID, Locus tag,Essential1,Identical Sites,Query coverage,E Value, Locus tag,Essential2,% Identical Sites,Query coverage,E Value, Locus tag,Essential3,% Identical Sites,Query coverage,E Value,"No essential homolog in J2315, E264 or K96243 ",Number of homologs,DEG best hit (Accession No.),,Contig,Locus tag,Log fold change,EdgeR p-value,Mean observed counts,Mean pseudodata counts,Classification,Classification uncertainty,Essential,Product name,COG Class,COG ID, Locus tag,Essential1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS20790,-0.7932792126,0.1993331223,189,377.1725,Unchanged,0.0612071096,,molecular chaperone,R,COG0693,BCAM0131,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000014|LAUA01000014.1,WQ49_RS15915,-0.7924384501,0.2003615958,186,370.9765,Unchanged,0.0611891596,,potE,E,COG0531,BCAM1113,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS30260,-0.7918039333,0.2658641121,175,348.885,Unchanged,0.0611756387,,membrane protein,R,COG0670,BCAL1888,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS20885,-0.7918036168,0.0952980932,318,633.882,Unchanged,0.0611756319,,monoamine oxidase,E,COG1231,BCAM0112,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS08550,-0.790293521,0.2962820684,176,350.5025,Unchanged,0.0611435421,,hypothetical protein,-,-,BCAS0676,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000014|LAUA01000014.1,WQ49_RS14585,-0.7901603972,0.1681929759,197,392.281,Unchanged,0.0611407192,,GntR family transcriptional regulator,KE,COG1167,BCAM1380,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS04675,-0.7899101836,0.1246688655,323,643.0035,Unchanged,0.0611354161,,cytochrome C,C,COG2010,BCAM1792,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS23925,-0.7891010495,0.3187030151,153,304.475,Unchanged,0.0611182903,,5-formyltetrahydrofolate cyclo-ligase,H,COG0212,BCAL0554,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS04090,-0.7888160418,0.0281679266,649,1290.9335,Unchanged,0.0611122666,,membrane protein,S,COG2898,BCAM1679,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS18840,-0.7878056506,0.1243272929,254,504.929,Unchanged,0.0610909472,,2-aminoadipate aminotransferase,KE,COG1167,BCAM0525,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS28265,-0.7877707847,0.2142942844,221,439.331,Unchanged,0.0610902126,,hypothetical protein,-,-,BCAL2267,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS26895,-0.7877478936,0.2380173297,191,379.704,Unchanged,0.0610897303,,cobalamin synthase,H,COG0368,BCAL2662,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000014|LAUA01000014.1,WQ49_RS15650,-0.7875242978,0.3090197709,128,254.449,Unchanged,0.0610850206,,membrane protein,S,COG3817,BCAM1166,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000014|LAUA01000014.1,WQ49_RS14610,-0.7872636023,0.2927798853,129,256.39,Unchanged,0.061079533,,alcohol dehydrogenase,CR,COG0604,BCAM1375,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS08405,-0.7868576676,0.0852832648,427,848.2285,Unchanged,0.0610709956,,ATPase,T,COG4191,BCAS0708,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS17650,-0.786658139,0.2454226773,166,329.761,Unchanged,0.0610668025,,ABC transporter substrate-binding protein,ET,COG0834,BCAM0759,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000014|LAUA01000014.1,WQ49_RS15305,-0.786651402,0.0352485287,456,905.702,Unchanged,0.0610666609,,IMP dehydrogenase,S,COG4196,BCAM1236,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS04285,-0.7866477958,0.0664809066,474,941.4415,Unchanged,0.0610665852,,C4-dicarboxylate ABC transporter permease,G,COG1593,BCAM1717,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS30730,-0.7858930422,0.1606865165,278,551.9255,Unchanged,0.0610507441,,saccharopine dehydrogenase,E,COG1748,BCAL1796,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS08810,-0.7858786759,0.2844726273,185,367.314,Unchanged,0.0610504429,,hypothetical protein,-,-,BCAS0626,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS11115,-0.7854304936,0.2454692588,200,396.9525,Unchanged,0.0610410513,,membrane protein,R,COG3618,BCAS0038,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS17660,-0.7852886361,0.1375823962,241,478.2445,Unchanged,0.061038081,,porin,M,COG3203,BCAM0757,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS24090,-0.7852862408,0.2593184722,170,337.388,Unchanged,0.0610380309,,hypothetical protein,S,COG4380,BCAL0589,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS21575,-0.7845501642,0.0816305256,324,642.619,Unchanged,0.0610226362,,2-nitropropane dioxygenase,R,COG2070,BCAM2815,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS04415,-0.784275834,0.217645642,227,450.1605,Unchanged,0.0610169063,,ABC transporter,ET,COG0834,BCAM1743,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS27685,-0.7831224208,0.0181626053,718,1422.566,Unchanged,0.0609928599,,histidine kinase,T,COG2205,BCAL2380,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS33630,-0.7827637873,0.1081887203,352,697.2835,Unchanged,0.0609853979,,dihydrolipoamide dehydrogenase,C,COG1249,BCAL1215,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS29765,-0.7826344606,0.1252190309,334,661.556,Unchanged,0.0609827088,,amino acid dehydrogenase,E,COG0665,BCAL1988,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS30890,-0.7825454487,0.4197177105,106,210.0015,Unchanged,0.0609808585,,peroxiredoxin,O,COG1764,BCAL1766,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000001|LAUA01000001.1,WQ49_RS00840,-0.7820692586,0.1347844242,277,548.4745,Unchanged,0.060970967,,paraquat-inducible protein A,S,COG2995,BCAL3314,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS19350,-0.7818045629,0.093216865,314,621.608,Unchanged,0.060965474,,FAD dependent oxidoreductase,E,COG0665,BCAM0419,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS28405,-0.7817728791,0.235136689,201,397.911,Unchanged,0.0609648168,,N-formylglutamate amidohydrolase,E,COG3741,BCAL2240,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000014|LAUA01000014.1,WQ49_RS15385,-0.7814638998,0.26460578,155,306.8145,Unchanged,0.0609584102,,amino acid ABC transporter substrate-binding protein,E,COG0683,BCAM1219,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS17995,-0.7812114822,0.0176405061,658,1301.931,Unchanged,0.0609531803,,chemotaxis protein,-,-,BCAM0689,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS17135,-0.7804101655,0.0920739895,324,640.77,Unchanged,0.0609366006,,MFS transporter,-,-,BCAM0867,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS08790,-0.7795591669,0.176352928,291,575.176,Unchanged,0.0609190311,,iron transporter,P,COG1914,BCAS0630,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000007|LAUA01000007.1,WQ49_RS12650,-0.7785851283,0.0080960043,827,1633.331,Unchanged,0.0608989697,,adenine methyltransferase,L,COG2189,BCAL3494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS30445,-0.7783133827,0.2134655913,215,424.611,Unchanged,0.060893382,,phosphoserine phosphatase,E,COG0560,BCAL1852,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS04465,-0.7766911749,0.1263677558,365,719.9645,Unchanged,0.060860109,,DSBA oxidoreductase,G,COG2814,BCAM1752,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS25720,-0.7766171601,0.1760594838,252,497.0845,Unchanged,0.0608585943,,myo-inositol 2-dehydrogenase,R,COG0673,BCAL0917,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000007|LAUA01000007.1,WQ49_RS13370,-0.7757849288,0.085481093,348,686.022,Unchanged,0.0608415833,,hypothetical protein,M,COG3409,BCAL0104,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000001|LAUA01000001.1,WQ49_RS00975,-0.7734889289,0.0485156762,469,923.0765,Unchanged,0.0607948467,,phospho-2-dehydro-3-deoxyheptonate aldolase,E,COG0722,BCAL3282,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS33560,-0.7733108392,0.1378910355,301,592.374,Unchanged,0.0607912335,,hypothetical protein,-,-,BCAL1229,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS23015,-0.7724904101,0.2319544218,183,359.9825,Unchanged,0.0607746102,,hypothetical protein,-,-,BCAM2527,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS29680,-0.7723415201,0.1791532256,268,527.103,Unchanged,0.0607715973,,porin,M,COG3203,BCAL2002,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS23330,-0.7721256918,0.1656289932,277,544.692,Unchanged,0.0607672321,,AraC family transcriptional regulator,F,COG2169,BCAL0437,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS32555,-0.7719046681,0.2145217594,224,440.43,Unchanged,0.0607627643,,SIS domain protein,K,COG1737,BCAL1438,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS22860,-0.7712806253,0.1670479111,232,455.964,Unchanged,0.0607501642,,selenophosphate synthase,E,COG0709,BCAM2558,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000014|LAUA01000014.1,WQ49_RS15890,-0.7707448105,0.2849498459,134,263.291,Unchanged,0.0607393623,,ABC transporter substrate-binding protein,P,COG0715,BCAM1118,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000014|LAUA01000014.1,WQ49_RS15695,-0.7706607586,0.320139645,120,235.7835,Unchanged,0.0607376692,,LysR family transcriptional regulator,K,COG0583,BCAM1157,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS34350,-0.7705292519,0.1623138952,267,524.441,Unchanged,0.060735021,,membrane protein,-,-,BCAL1053,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000001|LAUA01000001.1,WQ49_RS02520,-0.7704376161,0.1212286926,304,597.0705,Unchanged,0.0607331763,,hypothetical protein,-,-,BCAL2983A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS05030,-0.7703561398,0.1097851707,395,775.7195,Unchanged,0.0607315365,,RND transporter,MU,COG1538,BCAM1866,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS35155,-0.7696011101,0.2566854767,195,382.81,Unchanged,0.0607163573,,hypothetical protein,-,-,BCAL2972,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS30690,-0.769195149,0.1263488734,323,633.8575,Unchanged,0.0607082086,,MFS transporter,G,COG2271,BCAL1804,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS17950,-0.7690193021,0.0859260214,345,676.9285,Unchanged,0.0607046816,,flavin-binding monooxygenase-like domain protein,P,COG2072,BCAM0698,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000014|LAUA01000014.1,WQ49_RS14580,-0.7689853179,0.2413511527,168,329.668,Unchanged,0.0607040002,,Bcr/CflA family drug resistance efflux transporter,G,COG2814,BCAM1381,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS23940,-0.7688258204,0.2844361313,165,323.756,Unchanged,0.0607008029,,glutathione S-transferase,O,COG0625,BCAL0557,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS04045,-0.7685388369,0.1732994897,293,574.708,Unchanged,0.0606950534,,ABC transporter solute-binding protein,E,COG0687,BCAM1671,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS29405,-0.7683327046,0.2097965575,224,439.3385,Unchanged,0.0606909264,,2-hydroxy-3-oxopropionate reductase,I,COG2084,BCAL2056,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS29910,-0.7674910393,0.1455109053,299,586.0555,Unchanged,0.0606740992,,ATP-binding protein,R,COG4637,BCAL1958,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000014|LAUA01000014.1,WQ49_RS15250,-0.767467776,0.3234945858,136,266.624,Unchanged,0.0606736347,,membrane protein,-,-,BCAM1247,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS09730,-0.7672914319,0.1896916495,290,568.3495,Unchanged,0.0606701141,,pilus assembly protein TadG,S,COG4655,BCAS0306,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS26045,-0.7672482375,0.3149999003,169,331.2385,Unchanged,0.060669252,,transcriptional regulator,TK,COG0745,BCAL2831,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS32710,-0.7666301642,0.0887524097,384,752.1995,Unchanged,0.0606569274,,hypothetical protein,-,-,BCAL1408,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS19955,-0.7654333492,0.2650815477,165,323.0005,Unchanged,0.0606331208,,acetoacetyl-CoA reductase,IQR,COG1028,BCAM0296,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS30520,-0.7651179157,0.2915935998,174,340.523,Unchanged,0.0606268591,,cephalosporin hydroxylase,V,COG3510,BCAL1837,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000007|LAUA01000007.1,WQ49_RS12700,-0.7648715617,0.1786057887,238,465.665,Unchanged,0.0606219725,,flagellar biosynthesis protein FliO,N,COG3190,BCAL3504,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS25950,-0.7648195997,0.0675436707,435,851.024,Unchanged,0.0606209422,,peptidase M48,R,COG4783,BCAL0963,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS27005,-0.7642320848,0.2862288415,174,340.3325,Unchanged,0.060609303,,haloacid dehalogenase,R,COG0637,BCAL2639,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS16690,-0.7629592099,0.2353883643,183,357.605,Unchanged,0.0605841499,,polyamine ABC transporter permease,E,COG1177,BCAM0955,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000014|LAUA01000014.1,WQ49_RS15315,-0.7624990228,0.3237117874,129,252.022,Unchanged,0.0605750776,,hypothetical protein,S,COG2307,BCAM1234,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000004|LAUA01000004.1,WQ49_RS12195,-0.7622929925,0.0148342895,1049,2048.53,Unchanged,0.0605710195,,cytochrome C biogenesis protein ResB,O,COG1333,BCAL0267,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS18275,-0.761267995,0.197712108,209,407.9115,Unchanged,0.0605508643,,hypothetical protein,E,COG2309,BCAM0633,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS10275,-0.7612088148,0.1440483866,323,630.3405,Unchanged,0.0605497023,,FAD linked oxidase C-terminal domain protein,C,COG0277,BCAS0201,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000007|LAUA01000007.1,WQ49_RS13895,-0.7608789946,0.1995673174,230,448.779,Unchanged,0.0605432298,,phenylacetate-CoA oxygenase subunit PaaJ,R,COG2151,BCAL0213,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS18730,-0.7594600543,0.3754534652,112,218.3685,Unchanged,0.0605154505,,PTS fructose transporter subunit IIA,GT,COG1762,BCAM0545,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS31870,-0.7593919382,0.0949236183,380,740.6435,Unchanged,0.0605141197,,tail sheath protein,R,COG4386,BCAL1571,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000001|LAUA01000001.1,WQ49_RS00530,-0.758193684,0.1091052082,351,683.5775,Unchanged,0.0604907491,,4-hydroxy-tetrahydrodipicolinate reductase,E,COG0289,BCAL3376,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000001|LAUA01000001.1,WQ49_RS02565,-0.7572545423,0.0557541642,490,953.5775,Unchanged,0.0604724857,,LysR family transcriptional regulator,P,COG1910,BCAL2975,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS05625,-0.7558923622,0.6950666855,54,105.0615,Unchanged,0.0604460791,,hypothetical protein,-,-,BCAM1994,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS06305,-0.7558607054,0.3973799723,139,270.3115,Unchanged,0.0604454666,,"3-hydroxyanthranilate 3,4-dioxygenase",G,COG4101,BCAM2130,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000001|LAUA01000001.1,WQ49_RS00240,-0.7553424177,0.1813978607,246,478.144,Unchanged,0.0604354462,,hypoxanthine phosphoribosyltransferase,F,COG0634,BCAL3434,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000004|LAUA01000004.1,WQ49_RS11875,-0.7551105334,0.2494145742,245,476.137,Unchanged,0.0604309676,,peptidase,R,COG2969,BCAL0332,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS05515,-0.7546895197,0.2581504818,221,429.365,Unchanged,0.0604228436,,ABC transporter permease,G,COG0395,BCAM1971,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS32805,-0.7545598849,0.1333753519,315,611.903,Unchanged,0.060420344,,"1,4-D-glucanase",G,COG3405,BCAL1390,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS10105,-0.7543405575,0.2458328186,238,462.288,Unchanged,0.060416117,,sugar ABC transporter permease,G,COG1172,BCAS0231,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS19550,-0.754261308,0.3490508602,129,250.5815,Unchanged,0.0604145903,,hypothetical protein,R,COG0790,BCAM0382,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS10670,-0.7524969575,0.2309992401,255,494.6635,Unchanged,0.0603806874,,ABC transporter substrate-binding protein,E,COG0687,BCAS0124,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS08845,-0.7520604644,0.1444939968,347,672.8845,Unchanged,0.0603723255,,histidine kinase,T,COG2205,BCAS0619,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000001|LAUA01000001.1,WQ49_RS00750,-0.7520455831,0.0313086113,619,1200.2745,Unchanged,0.0603720406,,Xaa-Pro aminopeptidase,E,COG0006,BCAL3332,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS30560,-0.7513590578,0.318852355,164,317.9085,Unchanged,0.0603589099,,membrane protein,M,COG3047,BCAL1829,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000001|LAUA01000001.1,WQ49_RS01475,-0.7511788197,0.0505510915,519,1005.784,Unchanged,0.0603554667,,MFS transporter permease,G,COG2814,BCAL3182,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS18480,-0.7503049353,0.154930268,246,476.4815,Unchanged,0.060338797,,alanine racemase,E,COG3616,BCAM0593,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS08835,-0.7492730669,0.3838078413,154,298.1095,Unchanged,0.0603191657,,hypothetical protein,-,-,BCAS0621,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS04455,-0.7490781867,0.4562208491,119,230.3455,Unchanged,0.0603154645,,MarR family transcriptional regulator,K,COG1846,BCAM1750,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS21660,-0.7490440208,0.1968502157,225,435.4345,Unchanged,0.0603148158,,ATPase,G,COG1879,BCAM2798,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS25395,-0.7476755633,0.2646765713,185,357.6915,Unchanged,0.0602888846,,hypothetical protein,S,COG1556,BCAL0852,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS03435,-0.7457988518,0.0334618161,751,1449.931,Unchanged,0.0602534835,,aldehyde oxidase,C,COG1529,BCAM1553,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS32200,-0.7453504961,0.472820201,105,202.7285,Unchanged,0.0602450535,,ribosome-binding factor A,J,COG0858,BCAL1508,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS19325,-0.744344229,0.1807631659,247,476.447,Unchanged,0.0602261724,,ABC transporter substrate-binding protein,E,COG0687,BCAM0424,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS34395,-0.7442180651,0.2842334325,195,376.123,Unchanged,0.0602238089,,GntR family transcriptional regulator,K,COG2186,BCAL1044,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS25340,-0.743699647,0.3056893237,166,320.078,Unchanged,0.0602141058,,acyltransferase,M,COG2834,BCAL0841,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000007|LAUA01000007.1,WQ49_RS12665,-0.7433924692,0.0324842314,577,1112.152,Unchanged,0.0602083632,,sensor histidine kinase,T,COG0642,BCAL3497,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS17345,-0.7426321852,0.2907651753,156,300.5915,Unchanged,0.0601941712,,chemotaxis protein CheW,NT,COG0835,BCAM0824,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS30365,-0.7420100081,0.0431703888,582,1120.714,Unchanged,0.0601825798,,helicase,KL,COG1199,BCAL1867,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000001|LAUA01000001.1,WQ49_RS01465,-0.7416474327,0.0368960727,596,1147.3995,Unchanged,0.0601758343,,"homogentisate 1,2-dioxygenase",Q,COG3508,BCAL3184,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS33160,-0.7412773227,0.2314467964,221,425.3955,Unchanged,0.0601689558,,formate transporter,P,COG2116,BCAL1319,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS20040,-0.7390921374,0.3263236183,143,274.8775,Unchanged,0.0601284908,,BON domain protein,R,COG2823,BCAM0280,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS28675,-0.7389378652,0.2743667038,191,367.069,Unchanged,0.0601256435,,glycine zipper 2TM domain protein,-,-,BCAL2191,
