sgRNA,Locus_tag,Gene,Gene,Old_locus_tag,KEGG,COG,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,drug,Mean,Z_scores
1686,WQ49_RS00765,NUDIX hydrolase,NUDIX hydrolase,BCAL3328,protein SAMPylation and SAMP-mediated thiolation,Nucleotide transport and metabolism,110.9322217,0.177861747,0.208080308,0.854774526,0.392675983,0.846771671,PHAR,,0.752358276
1687,0,LuxR Transcriptional Regulator,LuxR Transcriptional Regulator,BCAM1545,Others,Signal transduction mechanisms,232.3382312,-0.121965509,0.14853897,-0.821101081,0.411588694,0.846771671,PHAR,,-0.964570534
1688,0,glycosyl trasnferase 5th gene op,glycosyl trasnferase 5th gene op,BCAM2338,Others,Carbohydrate transport and metabolism,219.2673512,0.028424175,0.149270648,0.190420387,0.848979723,0.994207867,PHAR,,0.047654177
1689,0,hypothetical,hypothetical,6.51E+13,Others,#N/A,342.9115638,-0.00435484,0.129456782,-0.033639334,0.973164756,1,PHAR,,-0.198256471
1691,0,SMC-Scp Complex subunit,SMC-Scp Complex subunit,BCAL1503,Others,Transcription,249.4614983,0.567656148,0.163562708,3.470571959,0.000519351,0.057336369,PHAR,,3.340280616
1692,0,alpha/beta hydrolase 7th gene op,alpha/beta hydrolase 7th gene op,BCAM2699,Others,Lipid transport and metabolism,188.3971402,0.257020918,0.174369946,1.473997806,0.140482182,0.655549212,PHAR,,1.351781763
1693,0,nusA [Control],nusA [Control],BCAL1506,Others,Transcription,58.34140361,0.072265473,0.273169095,0.264544836,0.791360121,0.991149753,PHAR,,0.186531601
1694,WQ49_RS00765,NUDIX hydrolase,NUDIX hydrolase,BCAL3328,Others,Nucleotide transport and metabolism,175.8446303,0.285927014,0.171439469,1.667801561,0.095355126,0.572130756,PHAR,,1.543496434
1695,0,LuxR Transcriptional Regulator,LuxR Transcriptional Regulator,BCAM1545,Others,Signal transduction mechanisms,142.5077389,-0.135480265,0.17633368,-0.76831757,0.442298539,0.851818027,PHAR,,-0.889172558
1696,0,glycosyl trasnferase 5th gene op,glycosyl trasnferase 5th gene op,BCAM2338,Others,Carbohydrate transport and metabolism,324.9222228,-0.127660806,0.139582823,-0.914588224,0.360407843,0.846771671,PHAR,,-1.067263206
1697,0,hypothetical,hypothetical,6.51E+13,Others,#N/A,538.5445403,-0.067699644,0.127505037,-0.530956622,0.595448839,0.937141708,PHAR,,-0.698093586
1698,0,hypothetical 5th gene op,hypothetical 5th gene op,BCAM1066,Others,Function unknown,268.9664752,-0.147409265,0.135404856,-1.088655677,0.276305754,0.780874062,PHAR,,-1.246041501
1699,0,SMC-Scp Complex subunit,SMC-Scp Complex subunit,BCAL1503,Others,Transcription,125.243574,0.455519946,0.208385963,2.185943524,0.028819737,0.438601188,PHAR,,2.083677496
1700,0,alpha/beta hydrolase 7th gene op,alpha/beta hydrolase 7th gene op,BCAM2699,Others,Lipid transport and metabolism,237.4436048,-0.081821709,0.159852714,-0.511856861,0.608751191,0.941669267,PHAR,,-0.645172113
1701,0,nusA [Control],nusA [Control],BCAL1506,Others,Transcription,243.2495051,0.182482206,0.157766203,1.156662216,0.247410392,0.76737149,PHAR,,1.021583825
1702,0,NUDIX hydrolase,NUDIX hydrolase,BCAL3328,Others,Nucleotide transport and metabolism,352.1894624,0.160952018,0.137206115,1.173067377,0.240768787,0.760304394,PHAR,,1.017747734
1703,0,LuxR Transcriptional Regulator,LuxR Transcriptional Regulator,BCAM1545,Others,Signal transduction mechanisms,113.4406083,-0.35744914,0.203945893,-1.752666523,0.079659265,0.523475171,PHAR,,-1.857158967
1704,0,glycosyl trasnferase 5th gene op,glycosyl trasnferase 5th gene op,BCAM2338,Others,Carbohydrate transport and metabolism,5.680034235,-0.684599343,0.84820841,-0.807112185,0.419601853,0.846771671,PHAR,,-0.832236676
1705,0,hypothetical,hypothetical,6.51E+13,Others,#N/A,134.7302088,0.051576011,0.205935039,0.250447965,0.802240941,0.991149753,PHAR,,0.146964823
1706,0,hypothetical 5th gene op,hypothetical 5th gene op,BCAM1066,Others,Function unknown,190.2694939,0.040247141,0.158025943,0.254686924,0.798964917,0.991149753,PHAR,,0.119830555
1707,0,SMC-Scp Complex subunit,SMC-Scp Complex subunit,BCAL1503,Others,Transcription,120.5931859,0.02405602,0.201266857,0.119523009,0.904861012,0.994207867,PHAR,,0.01363968
1708,0,alpha/beta hydrolase 7th gene op,alpha/beta hydrolase 7th gene op,BCAM2699,Others,Lipid transport and metabolism,209.8531963,-0.100415849,0.161227993,-0.622818951,0.533403503,0.914406006,PHAR,,-0.75499702
1742,0,WQ49_RS00050,WQ49_RS00050,BCAL3469,Others,"Cell cycle control, cell division, chromosome partitioning",278.0228467,0.302729774,0.144158247,2.099982349,0.035730394,0.440213521,PHAR,,1.952153103
1743,0,WQ49_RS00050,WQ49_RS00050,BCAL3469,Others,"Cell cycle control, cell division, chromosome partitioning",454.1197744,0.30121302,0.137583549,2.18930986,0.028574326,0.438601188,PHAR,,2.034416306
1744,0,WQ49_RS00885,WQ49_RS00885,BCAL3305,Others,"Intracellular trafficking, secretion, and vesicular transport",219.2361577,0.167566118,0.146771462,1.141680509,0.253586846,0.76737149,PHAR,,0.996483312
1745,0,WQ49_RS00885,WQ49_RS00885,BCAL3305,Others,"Intracellular trafficking, secretion, and vesicular transport",0.151405568,1.664118069,5.707916024,0.291545647,0.770634038,0.991149753,PHAR,,0.287812094
1746,0,WQ49_RS01035,WQ49_RS01035,BCAL3270,Others,"Posttranslational modification, protein turnover, chaperones",190.9288487,0.17994058,0.159271092,1.129775515,0.258570828,0.76737149,PHAR,,0.995973426
1747,0,WQ49_RS01035,WQ49_RS01035,BCAL3270,Others,"Posttranslational modification, protein turnover, chaperones",115.708272,0.116323062,0.194925025,0.596757966,0.550668985,0.925868077,PHAR,,0.487429752
1748,0,WQ49_RS02920,WQ49_RS02920,BCAM1451,Others,#N/A,1.340279742,-1.064680134,1.67676221,-0.634961909,0.525453258,0.914186832,PHAR,,-0.647671407
1749,0,WQ49_RS02920,WQ49_RS02920,BCAM1451,Others,#N/A,109.0501658,-0.036127312,0.200612126,-0.180085385,0.857085536,0.994207867,PHAR,,-0.286314282
1750,0,WQ49_RS03160,WQ49_RS03160,BCAM1502,Others,#N/A,160.3973005,-0.059444332,0.163837306,-0.362825374,0.716735336,0.972645634,PHAR,,-0.492898343
1751,0,WQ49_RS03160,WQ49_RS03160,BCAM1502,Others,#N/A,199.752163,-0.233615919,0.154535079,-1.511733912,0.130601568,0.637314686,PHAR,,-1.649636613
1752,0,WQ49_RS03550 (WQ49_RS03555),WQ49_RS03550 (WQ49_RS03555),5.63E+13,Others,#N/A,254.7779541,-0.111364811,0.150843995,-0.738278056,0.460345499,0.864322161,PHAR,,-0.879555173
1753,0,WQ49_RS03550 (WQ49_RS03555),WQ49_RS03550 (WQ49_RS03555),5.63E+13,Others,#N/A,241.9165691,0.028173635,0.146317745,0.19255105,0.847310584,0.994207867,PHAR,,0.046903611
1754,0,WQ49_RS03805 (WQ49_RS03870),WQ49_RS03805 (WQ49_RS03870),BCAM1624,Others,Lipid transport and metabolism,896.4078514,-0.218372343,0.110544914,-1.975417358,0.048220805,0.48058255,PHAR,,-2.168196963
1755,0,WQ49_RS03805 (WQ49_RS03870),WQ49_RS03805 (WQ49_RS03870),BCAM1624,Others,Lipid transport and metabolism,128.1256091,0.060498198,0.190038355,0.318347304,0.750221506,0.983663352,PHAR,,0.206207811
1756,0,WQ49_RS04450 (WQ49_RS04445),WQ49_RS04450 (WQ49_RS04445),BCAM1749,Others,#N/A,0.381336576,-1.196581801,3.339134141,-0.358350923,0.720080714,0.974226848,PHAR,,-0.364733058
1757,0,WQ49_RS04450 (WQ49_RS04445),WQ49_RS04450 (WQ49_RS04445),BCAM1749,Others,#N/A,80.87501377,0.312041985,0.232535612,1.34191052,0.17962501,0.703212806,PHAR,,1.250265182
1758,0,WQ49_RS09185 (WQ49_RS09185),WQ49_RS09185 (WQ49_RS09185),BCAS0417,Others,#N/A,175.2409922,0.102490019,0.189586818,0.540596758,0.588785553,0.937141708,PHAR,,0.428190183
1759,0,WQ49_RS09185 (WQ49_RS09185),WQ49_RS09185 (WQ49_RS09185),BCAS0417,Others,#N/A,147.0507696,-0.285429281,0.192866352,-1.479933008,0.138891126,0.655549212,PHAR,,-1.590428201
1761,0,WQ49_RS10495,WQ49_RS10495,BCAS0158,Others,#N/A,13.74955874,-0.122125426,0.533944195,-0.228723202,0.81908406,0.991149753,PHAR,,-0.268635248
1762,0,WQ49_RS11915 (WQ49_RS11920),WQ49_RS11915 (WQ49_RS11920),BCAL0324,Others,"Intracellular trafficking, secretion, and vesicular transport",159.3056018,-0.059766955,0.169389936,-0.352836519,0.724211004,0.977419252,PHAR,,-0.478645675
1763,0,WQ49_RS11915 (WQ49_RS11920),WQ49_RS11915 (WQ49_RS11920),BCAL0324,Others,"Intracellular trafficking, secretion, and vesicular transport",137.8852697,-0.066049898,0.182322078,-0.362270433,0.717149951,0.972645634,PHAR,,-0.47915592
1765,0,WQ49_RS12045 (WQ49_RS12050),WQ49_RS12045 (WQ49_RS12050),BCAL0298,Others,Coenzyme transport and metabolism,186.9087456,-0.135581552,0.162466425,-0.834520438,0.403987775,0.846771671,PHAR,,-0.965690954
1769,0,WQ49_RS12315 (WQ49_RS12360),WQ49_RS12315 (WQ49_RS12360),BCAL0243,Others,"Translation, ribosomal structure and biogenesis",0.069269684,1.678953279,5.769170024,0.291021633,0.771034775,0.991149753,PHAR,,0.287327721
1771,0,WQ49_RS12365,WQ49_RS12365,BCAL0233,Others,"Translation, ribosomal structure and biogenesis",102.9310535,0.056426864,0.222203438,0.253942355,0.799540092,0.991149753,PHAR,,0.158035626
1772,0,WQ49_RS18705,WQ49_RS18705,BCAM0549,Others,"Posttranslational modification, protein turnover, chaperones",2084.651554,-0.164531084,0.10296206,-1.597977778,0.110047923,0.607464533,PHAR,,-1.804955036
1774,0,WQ49_RS23945 (WQ49_RS23940),WQ49_RS23945 (WQ49_RS23940),BCAL0558,Others,"Translation, ribosomal structure and biogenesis",316.8655016,0.285067508,0.148467271,1.920069704,0.054849095,0.48058255,PHAR,,1.776530965
1776,0,WQ49_RS24070,WQ49_RS24070,BCAL0585,Others,#N/A,178.0741133,0.075249114,0.165612898,0.454367471,0.649564361,0.943577704,PHAR,,0.325689058
1777,0,WQ49_RS24070,WQ49_RS24070,BCAL0585,Others,#N/A,238.5820895,-0.035331222,0.146148457,-0.241748854,0.808974772,0.991149753,PHAR,,-0.387565001
1778,0,WQ49_RS25525,WQ49_RS25525,BCAL0878,Others,Function unknown,19.38786124,0.272312783,0.441559174,0.616707338,0.53742778,0.91845243,PHAR,,0.568444713
1779,0,WQ49_RS25525,WQ49_RS25525,BCAL0878,Others,Function unknown,56.65852767,0.15247105,0.27585652,0.552718673,0.580456065,0.937141708,PHAR,,0.475465452
1780,0,WQ49_RS25680,WQ49_RS25680,BCAL0909,Others,General function prediction only,854.5844594,-0.042168705,0.094264498,-0.447344506,0.654626337,0.948435008,PHAR,,-0.673419064
1781,0,WQ49_RS25680,WQ49_RS25680,BCAL0909,Others,General function prediction only,611.3707241,-0.031486569,0.103397719,-0.304518988,0.760732529,0.990387632,PHAR,,-0.510624162
1782,0,WQ49_RS26625 (WQ49_RS26630),WQ49_RS26625 (WQ49_RS26630),BCAL2715,Others,"Translation, ribosomal structure and biogenesis",0.073879288,0,5.770684076,0,1,1,PHAR,,-0.003692943
1783,0,WQ49_RS26625 (WQ49_RS26630),WQ49_RS26625 (WQ49_RS26630),BCAL2715,Others,"Translation, ribosomal structure and biogenesis",278.9952665,0.062691573,0.147354634,0.425446902,0.670510922,0.953577436,PHAR,,0.280824339
1785,0,WQ49_RS27920 (WQ49_RS27890),WQ49_RS27920 (WQ49_RS27890),BCAL2334,Others,Energy production and conversion,0.083093121,0,5.770684076,0,1,1,PHAR,,-0.003692943
1786,0,WQ49_RS28635,WQ49_RS28635,BCAL2199,Others,Transcription,237.521962,0.10598018,0.150982244,0.701938038,0.482717806,0.879127296,PHAR,,0.560790283
1787,0,WQ49_RS28635,WQ49_RS28635,BCAL2199,Others,Transcription,183.8394081,0.312541893,0.16252876,1.92299438,0.054480756,0.48058255,PHAR,,1.791874172
1788,0,WQ49_RS29230,WQ49_RS29230,BCAL2091,Others,"Translation, ribosomal structure and biogenesis",92.20638199,0.407946754,0.216771768,1.881918288,0.059847111,0.489054715,PHAR,,1.783608416
1789,0,WQ49_RS29230,WQ49_RS29230,BCAL2091,Others,"Translation, ribosomal structure and biogenesis",115.5549813,0.093093554,0.189994309,0.48998075,0.624147521,0.942113949,PHAR,,0.377815259
1790,0,WQ49_RS30770 (WQ49_RS30765),WQ49_RS30770 (WQ49_RS30765),BCAL1788,Others,"Intracellular trafficking, secretion, and vesicular transport",259.038356,0.015476457,0.145974774,0.106021451,0.915565332,0.994207867,PHAR,,-0.039968189
1791,0,WQ49_RS30770 (WQ49_RS30765),WQ49_RS30770 (WQ49_RS30765),BCAL1788,Others,"Intracellular trafficking, secretion, and vesicular transport",116.2448019,0.034585784,0.203035954,0.170343152,0.864740277,0.994207867,PHAR,,0.065382408
1792,0,WQ49_RS31735,WQ49_RS31735,WQ49_31765,Others,#N/A,206.4823998,-0.289617566,0.172131891,-1.682532877,0.092465555,0.560889961,PHAR,,-1.806337971
1793,0,WQ49_RS31735,WQ49_RS31735,WQ49_31765,Others,#N/A,249.6828247,0.067614701,0.145680854,0.464128943,0.642555367,0.942113949,PHAR,,0.317844759
1794,0,WQ49_RS31805 (WQ49_RS31760),WQ49_RS31805 (WQ49_RS31760),BCAL1585,Others,"Replication, recombination and repair",178.0575855,-0.039021139,0.161162495,-0.242122951,0.808684895,0.991149753,PHAR,,-0.374354739
1795,0,WQ49_RS31805 (WQ49_RS31760),WQ49_RS31805 (WQ49_RS31760),BCAL1585,Others,"Replication, recombination and repair",303.8133186,-0.224712037,0.133359987,-1.685003437,0.091987908,0.560889961,PHAR,,-1.844802529
1796,0,WQ49_RS32625 (WQ49_RS32650),WQ49_RS32625 (WQ49_RS32650),BCAL1424,Others,Amino acid transport and metabolism,296.620087,-0.165499678,0.132502904,-1.249026803,0.211655271,0.722216815,PHAR,,-1.409859542
1797,0,WQ49_RS32625 (WQ49_RS32650),WQ49_RS32625 (WQ49_RS32650),BCAL1424,Others,Amino acid transport and metabolism,25.02513697,-0.044236067,0.40707792,-0.10866732,0.913466363,0.994207867,PHAR,,-0.161017997
1798,0,WQ49_RS34895,WQ49_RS34895,BCAL2925,Others,"Translation, ribosomal structure and biogenesis",167.0997903,-0.058361228,0.1731634,-0.337029811,0.736094428,0.983565092,PHAR,,-0.460097415
1799,0,WQ49_RS34895,WQ49_RS34895,BCAL2925,Others,"Translation, ribosomal structure and biogenesis",138.2981913,0.066021011,0.172405921,0.38293935,0.701764734,0.968373244,PHAR,,0.259331038
1800,0,WQ49_RS35060,WQ49_RS35060,BCAL2958,Others,Cell wall/membrane/envelope biogenesis,242.8956322,-0.1591142,0.139393214,-1.141477376,0.253671322,0.76737149,PHAR,,-1.294360032
1801,0,WQ49_RS35060,WQ49_RS35060,BCAL2958,Others,Cell wall/membrane/envelope biogenesis,200.9873299,-0.162842775,0.151978134,-1.071488187,0.28394998,0.780874062,PHAR,,-1.211711021
1828,WQ49_RS00665 ,WQ49_RS00665 ,WQ49_RS00665 ,BCAL3348a,Others,#N/A,403.6863255,-0.119749866,0.123565372,-0.96912156,0.332484542,0.828792731,PHAR,,-1.141587393
1829,WQ49_RS00675 ,WQ49_RS00675 ,WQ49_RS00675 ,BCAL3347,Others,"Translation, ribosomal structure and biogenesis",233.4064414,-0.029119662,0.156240792,-0.186376822,0.852149268,0.994207867,PHAR,,-0.32277401
1830,WQ49_RS00675 ,WQ49_RS00675 ,WQ49_RS00675 ,BCAL3347,Others,"Translation, ribosomal structure and biogenesis",0.062320166,-1.285262015,5.761433893,-0.223080233,0.823473063,0.991149753,PHAR,,-0.226779105
1831,WQ49_RS00720 ,WQ49_RS00720 ,WQ49_RS00720 ,BCAL3338,Others,"Replication, recombination and repair",412.5479835,-0.031657378,0.119865165,-0.264108244,0.791696512,0.991149753,PHAR,,-0.441898053
1832,WQ49_RS00725 ,WQ49_RS00725 ,WQ49_RS00725 ,BCAL3337,Others,"Replication, recombination and repair",940.7164036,-0.04993643,0.089722142,-0.556567519,0.577822951,0.937141708,PHAR,,-0.794087537
1833,WQ49_RS00745 ,WQ49_RS00745 ,WQ49_RS00745 ,BCAL3333,Others,Energy production and conversion,604.9329145,-0.060792916,0.11463746,-0.530305852,0.59589989,0.937141708,PHAR,,-0.716203243
1834,WQ49_RS00745 ,WQ49_RS00745 ,WQ49_RS00745 ,BCAL3333,Others,Energy production and conversion,397.8695707,-0.031843217,0.121679163,-0.26169819,0.793554136,0.991149753,PHAR,,-0.436837502
1835,WQ49_RS00880 ,WQ49_RS00880 ,WQ49_RS00880 ,BCAL3306,Others,"Intracellular trafficking, secretion, and vesicular transport",249.2670266,0.169879293,0.164255711,1.034236752,0.301025497,0.787516939,PHAR,,0.904495115
1836,WQ49_RS00880 ,WQ49_RS00880 ,WQ49_RS00880 ,BCAL3306,Others,"Intracellular trafficking, secretion, and vesicular transport",1022.857337,-0.030378331,0.115875357,-0.26216386,0.793195115,0.991149753,PHAR,,-0.446075309
1837,WQ49_RS01005 ,WQ49_RS01005 ,WQ49_RS01005 ,BCAL3276,Others,Carbohydrate transport and metabolism,422.2803193,0.150890098,0.118690126,1.271294445,0.203623918,0.722216815,PHAR,,1.091744506
1838,WQ49_RS01040 ,WQ49_RS01040 ,WQ49_RS01040 ,BCAL3269,Others,"Posttranslational modification, protein turnover, chaperones",138.3523245,0.084636689,0.19034825,0.444641275,0.656579014,0.948773864,PHAR,,0.33268435
1839,WQ49_RS01050,WQ49_RS01050,WQ49_RS01050,BCAL3267,Biosynthesis of secondary metabolites,Coenzyme transport and metabolism,498.0521535,-0.156891621,0.107880268,-1.454312497,0.145859687,0.655549212,PHAR,,-1.651853765
1840,WQ49_RS01655,WQ49_RS01655,WQ49_RS01655,BCAL3146,RNA degradation,"Posttranslational modification, protein turnover, chaperones",0.341216382,1.664932142,3.433012935,0.48497695,0.627692696,0.942113949,PHAR,,0.47876934
1841,WQ49_RS01655,WQ49_RS01655,WQ49_RS01655,BCAL3146,RNA degradation,"Posttranslational modification, protein turnover, chaperones",377.8145093,0.074230463,0.115814417,0.640943205,0.521559584,0.913971081,PHAR,,0.456934983
1842,WQ49_RS01715,WQ49_RS01715,WQ49_RS01715,BCAL3134,Acarbose and validamycin biosynthesis,Cell wall/membrane/envelope biogenesis,0.341870677,-1.259446083,3.440204055,-0.366096331,0.714293195,0.972645634,PHAR,,-0.372290965
1843,WQ49_RS01720,WQ49_RS01720,WQ49_RS01720,BCAL3133,Biosynthesis of secondary metabolites/cofactors,Cell wall/membrane/envelope biogenesis,341.2105839,-0.142364301,0.122358322,-1.163503218,0.244625393,0.767234188,PHAR,,-1.337670406
1844,WQ49_RS01760,WQ49_RS01760,WQ49_RS01760,BCAL3123,Others,Cell wall/membrane/envelope biogenesis,69.26903909,-0.106922163,0.248066426,-0.431022307,0.666452151,0.950598417,PHAR,,-0.516929961
1845,WQ49_RS01825,WQ49_RS01825,WQ49_RS01825,BCAL3110,Lipopolysaccharide biosynthesis,Cell wall/membrane/envelope biogenesis,144.3833845,0.006617341,0.183709285,0.03602072,0.971265837,1,PHAR,,-0.079982153
1846,WQ49_RS02120 ,WQ49_RS02120 ,WQ49_RS02120 ,BCAL3055,Others,Transcription,338.0283404,0.099919021,0.130141672,0.767771146,0.44262316,0.851818027,PHAR,,0.604020332
1847,WQ49_RS02145,WQ49_RS02145,WQ49_RS02145,BCAL3050,Metabolic pathways,Coenzyme transport and metabolism,672.0436847,0.089969945,0.123296654,0.729703052,0.465571715,0.865305005,PHAR,,0.55686134
1848,WQ49_RS02600,WQ49_RS02600,WQ49_RS02600,BCAM1387,Sulfur metabolism,Inorganic ion transport and metabolism,334.2158905,0.052027298,0.127920772,0.406715009,0.684217315,0.961038061,PHAR,,0.240121231
1849,WQ49_RS02800,WQ49_RS02800,WQ49_RS02800,BCAM1427,Others,Amino acid transport and metabolism,318.2536142,0.075617354,0.137389268,0.55038763,0.582053531,0.937141708,PHAR,,0.395275043
1850,WQ49_RS03505,WQ49_RS03505,WQ49_RS03505,BCAM1566,Others,Inorganic ion transport and metabolism,332.8153646,-0.000467317,0.12378942,-0.003775096,0.996987916,1,PHAR,,-0.175928781
1851,WQ49_RS03540,WQ49_RS03540,WQ49_RS03540,#N/A,Others,#N/A,491.0889153,0.049203162,0.103934505,0.473405458,0.635923937,0.942113949,PHAR,,0.268364746
1852,WQ49_RS03595,WQ49_RS03595,WQ49_RS03595,BCAM1582,Metabolic pathways,Lipid transport and metabolism,656.8154123,-0.155114702,0.109838312,-1.412209447,0.1578883,0.669565266,PHAR,,-1.606229225
1853,WQ49_RS03680,WQ49_RS03680,WQ49_RS03680,#N/A,Others,#N/A,321.9676847,0.022678015,0.136819132,0.165751784,0.868352292,0.994207867,PHAR,,0.009992831
1854,WQ49_RS03705,WQ49_RS03705,WQ49_RS03705,BCAM1603,Others,#N/A,964.5020999,-0.120757902,0.089089255,-1.355471008,0.17526754,0.701070158,PHAR,,-1.594678361
1856,WQ49_RS03830,WQ49_RS03830,WQ49_RS03830,BCAM1629,Benzoate degradation,Lipid transport and metabolism,632.4017505,0.120988744,0.127909875,0.945890567,0.344204405,0.830140893,PHAR,,0.779282595
1857,WQ49_RS03985,WQ49_RS03985,WQ49_RS03985,BCAM1660,Others,#N/A,213.1890496,0.129058707,0.154262364,0.836618239,0.40280719,0.846771671,PHAR,,0.698471744
1858,WQ49_RS04000,WQ49_RS04000,WQ49_RS04000,BCAM1662,Others,#N/A,308.4698864,0.099677853,0.13338366,0.747301823,0.454881392,0.860644408,PHAR,,0.587531093
1859,WQ49_RS04205,WQ49_RS04205,WQ49_RS04205,BCAM1701,Others,#N/A,393.899771,-0.106391966,0.122824943,-0.866208142,0.386376029,0.846771671,PHAR,,-1.039713656
1860,WQ49_RS04300,WQ49_RS04300,WQ49_RS04300,BCAM1720,Others,Energy production and conversion,277.6733203,-0.00635203,0.137112407,-0.04632717,0.963049484,1,PHAR,,-0.201752965
1861,WQ49_RS05100,WQ49_RS05100,WQ49_RS05100,BCAM1881,Others,#N/A,144.6319468,0.095861817,0.171129484,0.560171252,0.575362634,0.937141708,PHAR,,0.435640958
1862,WQ49_RS05100,WQ49_RS05100,WQ49_RS05100,BCAM1881,Others,#N/A,0.438184615,-1.198082151,3.08797883,-0.387982631,0.698028887,0.968373244,PHAR,,-0.394883846
1863,WQ49_RS05300,WQ49_RS05300,WQ49_RS05300,BCAM1931,Others,Cell wall/membrane/envelope biogenesis,570.3760405,0.065379204,0.109877512,0.595018967,0.551830792,0.925868077,PHAR,,0.40106841
1864,WQ49_RS05330,WQ49_RS05330,WQ49_RS05330,BCAM1936,Others,"Secondary metabolites biosynthesis, transport and catabolism",205.5429516,0.22004876,0.165012411,1.333528547,0.182358414,0.703928982,PHAR,,1.204381868
1865,WQ49_RS05400,WQ49_RS05400,WQ49_RS05400,BCAM1949,Biosynthesis of unsaturated fatty acids,Lipid transport and metabolism,562.7179511,0.206408086,0.107009214,1.928881429,0.053745584,0.48058255,PHAR,,1.729732178
1866,WQ49_RS05400,WQ49_RS05400,WQ49_RS05400,BCAM1949,Biosynthesis of unsaturated fatty acids,Lipid transport and metabolism,638.8509738,-0.347309971,0.115611563,-3.004111027,0.002663581,0.157149728,PHAR,,-3.188442112
1867,WQ49_RS05475,WQ49_RS05475,WQ49_RS05475,#N/A,Others,#N/A,20.07126556,0.21467503,0.411383951,0.52183618,0.601784396,0.941033957,PHAR,,0.470033467
1870,WQ49_RS07185,WQ49_RS07185,WQ49_RS07185,BCAM2303,Others,#N/A,400.7608347,-0.166224461,0.118335321,-1.40469016,0.160113433,0.669565266,PHAR,,-1.584778443
1871,WQ49_RS07270,WQ49_RS07270,WQ49_RS07270,BCAM2320,Others,Energy production and conversion,658.7951972,-0.080820402,0.10055628,-0.803733015,0.421551183,0.846771671,PHAR,,-1.015662143
1872,WQ49_RS07525,WQ49_RS07525,WQ49_RS07525,BCAM2369,Others,#N/A,477.4072454,-0.029664012,0.118477658,-0.25037642,0.802296263,0.991149753,PHAR,,-0.430248348
1873,WQ49_RS07630,WQ49_RS07630,WQ49_RS07630,BCAM2390,creatinine degradation II,Amino acid transport and metabolism,337.8245531,-0.051926199,0.123932965,-0.418986178,0.675226234,0.953577436,PHAR,,-0.590940467
1875,WQ49_RS07865,WQ49_RS07865,WQ49_RS07865,BCAM2429a,Others,#N/A,753.9739583,-0.015727435,0.103974107,-0.151262998,0.879768256,0.994207867,PHAR,,-0.356225613
1876,WQ49_RS08940,WQ49_RS08940,WQ49_RS08940,BCAS0600,Others,#N/A,622.8344384,-0.032979186,0.132701261,-0.248522026,0.803730531,0.991149753,PHAR,,-0.409114356
1877,WQ49_RS09335,WQ49_RS09335,WQ49_RS09335,0,Others,#N/A,274.4551603,-0.018829466,0.139210521,-0.135258926,0.892407159,0.994207867,PHAR,,-0.288342218
1878,WQ49_RS09480,WQ49_RS09480,WQ49_RS09480,BCAS0357,ABC transporters,Carbohydrate transport and metabolism,321.9322323,0.002522901,0.131266083,0.019219749,0.984665803,1,PHAR,,-0.143128394
1879,WQ49_RS09490,WQ49_RS09490,WQ49_RS09490,BCAS0355,Fructose and mannose metabolism,Carbohydrate transport and metabolism,347.6167861,0.011192613,0.12365703,0.09051336,0.927879278,0.994207867,PHAR,,-0.081824636
1880,WQ49_RS09735,WQ49_RS09735,WQ49_RS09735,BCAS0305,Others,#N/A,248.9139261,0.206511419,0.161859038,1.275872028,0.202000761,0.722216815,PHAR,,1.144209285
1881,WQ49_RS09765,WQ49_RS09765,WQ49_RS09765,BCAS0299,Others,"Intracellular trafficking, secretion, and vesicular transport",758.5830829,0.17452609,0.130838777,1.333901872,0.182236018,0.703928982,PHAR,,1.171023517
1882,WQ49_RS10095,WQ49_RS10095,WQ49_RS10095,BCAS0233,Others,#N/A,637.0838785,-0.24781748,0.115011891,-2.154711808,0.031184393,0.438601188,PHAR,,-2.340003995
1883,WQ49_RS10355,WQ49_RS10355,WQ49_RS10355,BCAS0186,Others,Lipid transport and metabolism,702.1095112,-0.188873563,0.135407742,-1.394850547,0.163060912,0.671713609,PHAR,,-1.552233017
1884,WQ49_RS10530,WQ49_RS10530,WQ49_RS10530,BCAS0151,Others,#N/A,369.6847535,0.214619683,0.118056565,1.817939427,0.069073391,0.489054715,PHAR,,1.637425917
1885,WQ49_RS10745,WQ49_RS10745,WQ49_RS10745,BCAS0109,Others,General function prediction only,0.141841719,1.664108614,5.770088427,0.288402619,0.773038563,0.991149753,PHAR,,0.284709295
1886,WQ49_RS10800,WQ49_RS10800,WQ49_RS10800,BCAS0100,Pentose phosphate pathway,Carbohydrate transport and metabolism,243.2971386,-0.14302832,0.167390904,-0.854456942,0.392851857,0.846771671,PHAR,,-0.981768548
1887,WQ49_RS10800,WQ49_RS10800,WQ49_RS10800,BCAS0100,Pentose phosphate pathway,Carbohydrate transport and metabolism,614.9763106,0.063805445,0.105630038,0.604046409,0.545812788,0.924198341,PHAR,,0.402296932
1888,WQ49_RS11175,WQ49_RS11175,WQ49_RS11175,BCAS0025,Biosynthesis of amino acids,Amino acid transport and metabolism,959.869851,0.052379147,0.10821354,0.484035056,0.62836099,0.942113949,PHAR,,0.287102168
