,EG_Locus tag,Gene,old_locus_tag,Product,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
sgRNA1785,0,WQ49_RS27920 (WQ49_RS27890),BCAL2334,0,5.233861061,0.001157983,0.977510638,-0.001184625,0.999054806,0.999054806
sgRNA1786,0,WQ49_RS28635,BCAL2199,0,190.5813002,0.115306367,0.198020519,-0.582295046,0.560367962,0.999054806
sgRNA1787,0,WQ49_RS28635,BCAL2199,0,273.1685222,0.069376198,0.200242062,-0.346461665,0.728995789,0.999054806
sgRNA1788,0,WQ49_RS29230,BCAL2091,0,129.5938673,0.036877251,0.232720405,-0.158461613,0.874093067,0.999054806
sgRNA1789,0,WQ49_RS29230,BCAL2091,0,110.647824,-0.172538976,0.24195758,0.713095975,0.47578637,0.999054806
sgRNA1790,0,WQ49_RS30770 (WQ49_RS30765),BCAL1788,0,202.2143764,0.042782434,0.200335548,-0.213553884,0.830894965,0.999054806
sgRNA1791,0,WQ49_RS30770 (WQ49_RS30765),BCAL1788,0,86.72341049,-0.056879321,0.267781752,0.212409248,0.831787772,0.999054806
sgRNA1792,0,WQ49_RS31735,WQ49_31765,0,153.2571231,-0.084789484,0.225490992,0.376021603,0.706900836,0.999054806
sgRNA1793,0,WQ49_RS31735,WQ49_31765,0,193.0238701,0.195633621,0.202918473,-0.964099609,0.334995989,0.999054806
sgRNA1794,0,WQ49_RS31805 (WQ49_RS31760),BCAL1585,0,121.7679431,-0.125047157,0.233149053,0.536339975,0.591723608,0.999054806
sgRNA1795,0,WQ49_RS31805 (WQ49_RS31760),BCAL1585,0,214.5919322,-0.021627336,0.19229819,0.112467705,0.910452575,0.999054806
sgRNA1796,0,WQ49_RS32625 (WQ49_RS32650),BCAL1424,0,210.072658,-0.093787327,0.194648719,0.481828635,0.629927686,0.999054806
sgRNA1797,0,WQ49_RS32625 (WQ49_RS32650),BCAL1424,0,33.87267459,-0.235332623,0.411021348,0.572555719,0.566945549,0.999054806
sgRNA1798,0,WQ49_RS34895,BCAL2925,0,327.9265733,-0.305622024,0.183348885,1.666887818,0.095536714,0.999054806
sgRNA1799,0,WQ49_RS34895,BCAL2925,0,137.6318806,0.071454402,0.247110817,-0.289159346,0.772459441,0.999054806
sgRNA1800,0,WQ49_RS35060,BCAL2958,0,208.4635585,0.068360137,0.217391412,-0.314456476,0.753174368,0.999054806
sgRNA1801,0,WQ49_RS35060,BCAL2958,0,166.1396171,-0.164096336,0.226776935,0.723602407,0.469309863,0.999054806
sgRNA1828,WQ49_RS00665 ,WQ49_RS00665 ,BCAL3348a,#N/A,288.2315936,0.046838208,0.177736844,-0.263525598,0.792145496,0.999054806
sgRNA1829,WQ49_RS00675 ,WQ49_RS00675 ,BCAL3347,#N/A,222.3422032,0.130400078,0.19146878,-0.681051386,0.495838976,0.999054806
sgRNA1830,WQ49_RS00675 ,WQ49_RS00675 ,BCAL3347,#N/A,5.016118769,0.131658348,0.999119457,-0.131774381,0.895162751,0.999054806
sgRNA1831,WQ49_RS00720 ,WQ49_RS00720 ,BCAL3338,#N/A,324.8194464,-0.072521899,0.171694641,0.42238883,0.672741229,0.999054806
sgRNA1832,WQ49_RS00725 ,WQ49_RS00725 ,BCAL3337,#N/A,947.6873373,-0.087681397,0.138633852,0.63246744,0.527081478,0.999054806
sgRNA1833,WQ49_RS00745 ,WQ49_RS00745 ,BCAL3333,#N/A,585.3682719,-0.024176183,0.150547616,0.160588284,0.872417683,0.999054806
sgRNA1834,WQ49_RS00745 ,WQ49_RS00745 ,BCAL3333,#N/A,242.7680117,-0.113536952,0.193048399,0.588126874,0.556447136,0.999054806
sgRNA1835,WQ49_RS00880 ,WQ49_RS00880 ,BCAL3306,preprotein translocase subunit SecD,277.2571202,0.166006047,0.176287418,-0.941678361,0.346357337,0.999054806
sgRNA1836,WQ49_RS00880 ,WQ49_RS00880 ,BCAL3306,preprotein translocase subunit SecD,2167.487935,0.249110463,0.149771329,-1.663272032,0.096257995,0.999054806
sgRNA1837,WQ49_RS01005 ,WQ49_RS01005 ,BCAL3276,#N/A,332.5811067,0.099684673,0.17371384,-0.573844161,0.566073262,0.999054806
sgRNA1838,WQ49_RS01040 ,WQ49_RS01040 ,BCAL3269,#N/A,178.7959603,-0.253522574,0.203370806,1.24660259,0.212543252,0.999054806
sgRNA1839,WQ49_RS01050,WQ49_RS01050,BCAL3267,panB,386.5100286,0.13202921,0.164849011,-0.800909929,0.423183792,0.999054806
sgRNA1840,WQ49_RS01655,WQ49_RS01655,BCAL3146,groEL,5.016118769,0.131658348,0.999119457,-0.131774381,0.895162751,0.999054806
sgRNA1841,WQ49_RS01655,WQ49_RS01655,BCAL3146,groEL,273.9838812,-0.039328059,0.178815317,0.219936747,0.825920417,0.999054806
sgRNA1842,WQ49_RS01715,WQ49_RS01715,BCAL3134,glucose-1-phosphate thymidylyltransferase,5.277777553,-0.013227337,0.977461567,0.013532335,0.989203089,0.999054806
sgRNA1843,WQ49_RS01720,WQ49_RS01720,BCAL3133,"dTDP-4-dehydrorhamnose 3,5-epimerase",235.7244335,-0.104604902,0.193801713,0.539752204,0.589367933,0.999054806
sgRNA1844,WQ49_RS01760,WQ49_RS01760,BCAL3123,acetyltransferase,44.88393791,-0.05258009,0.354560626,0.148296472,0.882108799,0.999054806
sgRNA1845,WQ49_RS01825,WQ49_RS01825,BCAL3110,3-deoxy-D-manno-octulosonic acid transferase,126.4462659,0.445365016,0.233335067,-1.90869303,0.056301703,0.999054806
sgRNA1846,WQ49_RS02120 ,WQ49_RS02120 ,BCAL3055,N utilization substance protein B homolog,365.3587525,0.159731569,0.169505208,-0.942340187,0.346018499,0.999054806
sgRNA1847,WQ49_RS02145,WQ49_RS02145,BCAL3050,diaminohydroxyphosphoribosylaminopyrimidine deaminase,763.9073699,-0.070895863,0.154596128,0.458587569,0.646530365,0.999054806
sgRNA1848,WQ49_RS02600,WQ49_RS02600,BCAM1387,ABC transporter,279.5443715,0.165674945,0.185649711,-0.892406158,0.372175271,0.999054806
sgRNA1849,WQ49_RS02800,WQ49_RS02800,BCAM1427,lysine transporter LysE,221.4362616,0.025082481,0.188776463,-0.13286869,0.894297229,0.999054806
sgRNA1850,WQ49_RS03505,WQ49_RS03505,BCAM1566,sulfonate ABC transporter substrate-binding protein,283.339816,0.04950792,0.179218487,-0.276243379,0.782361141,0.999054806
sgRNA1851,WQ49_RS03540,WQ49_RS03540,#N/A,#N/A,401.3132538,-0.154636153,0.166022881,0.931414708,0.351639085,0.999054806
sgRNA1852,WQ49_RS03595,WQ49_RS03595,BCAM1582,3-alpha-hydroxysteroid dehydrogenase,567.4096219,0.065620926,0.154730018,-0.424099515,0.67149324,0.999054806
sgRNA1853,WQ49_RS03680,WQ49_RS03680,#N/A,#N/A,171.236055,0.074171367,0.208465163,-0.355797417,0.721992284,0.999054806
sgRNA1854,WQ49_RS03705,WQ49_RS03705,BCAM1603,hypothetical protein,905.3514472,-0.03042013,0.148692195,0.204584581,0.837896703,0.999054806
sgRNA1855,WQ49_RS03710,WQ49_RS03710,BCAM1604,hypothetical protein,5.016118769,0.131658348,0.999119457,-0.131774381,0.895162751,0.999054806
sgRNA1856,WQ49_RS03830,WQ49_RS03830,BCAM1629,acetyl-CoA acetyltransferase,451.3840559,-0.225770994,0.157922445,1.429632079,0.152822643,0.999054806
sgRNA1857,WQ49_RS03985,WQ49_RS03985,BCAM1660,hypothetical protein,193.9884492,0.135998796,0.214190056,-0.634944491,0.525464619,0.999054806
sgRNA1858,WQ49_RS04000,WQ49_RS04000,BCAM1662,hypothetical protein,191.0108774,0.195120088,0.218234321,-0.894085252,0.371276279,0.999054806
sgRNA1859,WQ49_RS04205,WQ49_RS04205,BCAM1701,hypothetical protein,279.3406489,0.013889669,0.176929646,-0.078503913,0.937427218,0.999054806
sgRNA1860,WQ49_RS04300,WQ49_RS04300,BCAM1720,dihydrofolate reductase,262.5378332,0.165697588,0.188684828,-0.878171233,0.379850801,0.999054806
sgRNA1861,WQ49_RS05100,WQ49_RS05100,BCAM1881,hypothetical protein,96.1635061,0.143416422,0.262470726,-0.546409212,0.584784679,0.999054806
sgRNA1862,WQ49_RS05100,WQ49_RS05100,BCAM1881,hypothetical protein,5.233861061,0.001157983,0.977510638,-0.001184625,0.999054806,0.999054806
sgRNA1863,WQ49_RS05300,WQ49_RS05300,BCAM1931,porin,410.4140836,-0.014450958,0.161348337,0.089563723,0.928633913,0.999054806
sgRNA1864,WQ49_RS05330,WQ49_RS05330,BCAM1936,cysteine hydrolase,142.6156495,-0.133610076,0.222625377,0.600156543,0.548401913,0.999054806
sgRNA1865,WQ49_RS05400,WQ49_RS05400,BCAM1949,3-oxoacyl-ACP reductase,368.0695115,0.063165565,0.164107662,-0.384903205,0.700309132,0.999054806
sgRNA1867,WQ49_RS05475,WQ49_RS05475,#N/A,#N/A,19.05242699,-0.095822126,0.529181575,0.181076082,0.856307858,0.999054806
sgRNA1868,WQ49_RS05900,WQ49_RS05900,BCAM2047,mucin,5.016118769,0.131658348,0.999119457,-0.131774381,0.895162751,0.999054806
sgRNA1869,WQ49_RS06135,WQ49_RS06135,BCAM2095,Cro/Cl family transcriptional regulator,5.016118769,0.131658348,0.999119457,-0.131774381,0.895162751,0.999054806
sgRNA1870,WQ49_RS07185,WQ49_RS07185,BCAM2303,methylamine utilization protein MauE,354.8531886,-0.031901781,0.167358864,0.190619008,0.848824097,0.999054806
sgRNA1871,WQ49_RS07270,WQ49_RS07270,BCAM2320,drug:proton antiporter,595.2020968,0.073259957,0.146988739,-0.498405239,0.618198445,0.999054806
sgRNA1872,WQ49_RS07525,WQ49_RS07525,BCAM2369,cytochrome C,365.0996746,0.025720178,0.17517126,-0.146828754,0.883267188,0.999054806
sgRNA1873,WQ49_RS07630,WQ49_RS07630,BCAM2390,sarcosine oxidase delta subunit family protein,315.3869423,0.039365784,0.185423056,-0.212302534,0.831871019,0.999054806
sgRNA1874,WQ49_RS07685,WQ49_RS07685,BCAM2400a,hypothetical protein,5.016118769,0.131658348,0.999119457,-0.131774381,0.895162751,0.999054806
sgRNA1875,WQ49_RS07865,WQ49_RS07865,BCAM2429a,hypothetical protein,635.8522895,-0.054806831,0.145960552,0.375490706,0.707295557,0.999054806
sgRNA1876,WQ49_RS08940,WQ49_RS08940,BCAS0600,#N/A,548.2842669,-0.023213049,0.152558833,0.152158013,0.879062309,0.999054806
sgRNA1877,WQ49_RS09335,WQ49_RS09335,0,#N/A,236.6423386,-0.289134773,0.185570554,1.558085413,0.119213002,0.999054806
sgRNA1878,WQ49_RS09480,WQ49_RS09480,BCAS0357,sugar ABC transporter,234.9167313,0.154097968,0.190728255,-0.807945151,0.419122158,0.999054806
sgRNA1879,WQ49_RS09490,WQ49_RS09490,BCAS0355,xylose isomerase,255.7213798,0.029892546,0.18509324,-0.161499936,0.871699662,0.999054806
sgRNA1880,WQ49_RS09735,WQ49_RS09735,BCAS0305,hypothetical protein,112.5351843,0.087458006,0.240632639,-0.363450305,0.716268529,0.999054806
sgRNA1881,WQ49_RS09765,WQ49_RS09765,BCAS0299,pilus assembly protein,586.4140677,0.329334873,0.180803036,-1.82151185,0.068529087,0.999054806
sgRNA1882,WQ49_RS10095,WQ49_RS10095,BCAS0233,hypothetical protein,497.1617251,-0.121168329,0.178212161,0.679910555,0.496561098,0.999054806
sgRNA1883,WQ49_RS10355,WQ49_RS10355,BCAS0186,FMN-dependent NADH-azoreductase,604.5970948,-0.079781277,0.150345947,0.530651332,0.595660418,0.999054806
sgRNA1884,WQ49_RS10530,WQ49_RS10530,BCAS0151,hypothetical protein,311.2016595,-0.051796683,0.17119271,0.3025636,0.762222458,0.999054806
sgRNA1885,WQ49_RS10745,WQ49_RS10745,BCAS0109,succinylglutamate desuccinylase/aspartoacylase,5.289980047,0.272896502,0.9762987,-0.279521525,0.779844621,0.999054806
sgRNA1886,WQ49_RS10800,WQ49_RS10800,BCAS0100,ribokinase,173.8672151,-0.094404124,0.231055097,0.408578407,0.682849079,0.999054806
sgRNA1887,WQ49_RS10800,WQ49_RS10800,BCAS0100,ribokinase,522.57769,0.086742267,0.164644265,-0.526846575,0.598300136,0.999054806
sgRNA1888,WQ49_RS11175,WQ49_RS11175,BCAS0025,eutB,802.0474982,-0.080713468,0.147177034,0.548410753,0.583409895,0.999054806
sgRNA1889,WQ49_RS11290,WQ49_RS11290,BCAS0002,chromosome partitioning protein ParB,5.016118769,0.131658348,0.999119457,-0.131774381,0.895162751,0.999054806
sgRNA1890,WQ49_RS11295,WQ49_RS11295,BCAS0001,initiator RepB protein,213.3906371,0.00966197,0.198457668,-0.048685297,0.961170094,0.999054806
sgRNA1891,WQ49_RS11335,WQ49_RS11335,#N/A,#N/A,363.8101243,0.021216623,0.166169505,-0.127680605,0.898401739,0.999054806
sgRNA1892,WQ49_RS11525,WQ49_RS11525,BCAL0403,hypothetical protein,439.9698177,-0.070073131,0.174868206,0.400719674,0.688626524,0.999054806
sgRNA1893,WQ49_RS11590,WQ49_RS11590,BCAL0388,ubiquinone biosynthesis hydroxylase UbiH,331.2621294,-0.076515591,0.189071585,0.404691119,0.685704571,0.999054806
sgRNA1894,WQ49_RS11665,WQ49_RS11665,BCAL0374,prfA,211.7450639,-0.0558926,0.193516566,0.288825917,0.772714598,0.999054806
sgRNA1895,WQ49_RS11880,WQ49_RS11880,BCAL0331,glutathione S-transferase,5.757683738,0.264260844,0.933931668,-0.282955224,0.777211161,0.999054806
sgRNA1896,WQ49_RS11910,WQ49_RS11910,BCAL0325,preprotein translocase subunit TatC,223.4895459,-0.171628378,0.199581609,0.859940848,0.38982165,0.999054806
sgRNA1897,WQ49_RS12075,WQ49_RS12075,BCAL0292,2'-5' RNA ligase,105.4586826,-0.193693972,0.250885724,0.772040628,0.440090365,0.999054806
sgRNA1898,WQ49_RS12135,WQ49_RS12135,BCAL0280,3-dehydroquinate synthase,6.007140028,-0.119271582,0.918188434,0.129898807,0.896646488,0.999054806
sgRNA1899,WQ49_RS12225,WQ49_RS12225,BCAL0261,50S ribosomal protein L17,5.016118769,0.131658348,0.999119457,-0.131774381,0.895162751,0.999054806
sgRNA1900,WQ49_RS12225,WQ49_RS12225,BCAL0261,50S ribosomal protein L17,149.1538509,-0.06004611,0.217810052,0.275681077,0.782793031,0.999054806
sgRNA1901,WQ49_RS12230,WQ49_RS12230,BCAL0260,DNA-directed RNA polymerase subunit alpha,162.258211,-0.036374031,0.223966464,0.162408382,0.870984271,0.999054806
sgRNA1902,WQ49_RS12235,WQ49_RS12235,BCAL0259,30S ribosomal protein S4,196.2567562,-0.083642706,0.204735752,0.408539815,0.682877406,0.999054806
sgRNA1903,WQ49_RS12240,WQ49_RS12240,BCAL0258,30S ribosomal protein S11,178.5504977,0.107204951,0.211023273,-0.508024302,0.611436301,0.999054806
sgRNA1904,WQ49_RS12260,WQ49_RS12260,BCAL0254,secY,189.2271315,-0.078204859,0.217599208,0.359398636,0.719296895,0.999054806
sgRNA1905,WQ49_RS12260,WQ49_RS12260,BCAL0254,secY,520.6333388,-0.07783148,0.164491915,0.473162951,0.636096928,0.999054806
sgRNA1906,WQ49_RS12320,WQ49_RS12320,BCAL0242,50S ribosomal protein L29,149.6775788,0.219140041,0.228485698,-0.959097411,0.337509675,0.999054806
sgRNA1907,WQ49_RS12320,WQ49_RS12320,BCAL0242,50S ribosomal protein L29,1052.616826,0.047101233,0.185031643,-0.254557719,0.799064719,0.999054806
sgRNA1908,WQ49_RS12375,WQ49_RS12375,BCAL0231,fusA,132.5050927,0.04734575,0.2259453,-0.209545188,0.834022663,0.999054806
sgRNA1909,WQ49_RS12380,WQ49_RS12380,BCAL0230,30S ribosomal protein S7,5.266080166,0.26577136,0.976424407,-0.272188362,0.78547719,0.999054806
sgRNA1910,WQ49_RS12385,WQ49_RS12385,BCAL0229,30S ribosomal protein S12,153.2995265,-0.00193635,0.227579956,0.008508438,0.99321133,0.999054806
sgRNA1911,WQ49_RS12405,WQ49_RS12405,BCAL0225,rplL,374.6600193,0.151221286,0.164877156,-0.917175485,0.359050691,0.999054806
sgRNA1912,WQ49_RS12415,WQ49_RS12415,BCAL0223,50S ribosomal protein L1,196.3463614,0.098004284,0.202652847,-0.483606745,0.628664987,0.999054806
sgRNA1913,WQ49_RS12830,WQ49_RS12830,BCAL3530,DNA-binding protein HU-alpha,274.9474877,-0.111418356,0.186032139,0.598919933,0.549226278,0.999054806
sgRNA1914,WQ49_RS13005,WQ49_RS13005,BCAL0033,ATP synthase subunit delta,406.7637065,-0.099975238,0.163304171,0.612202601,0.540403721,0.999054806
sgRNA1915,WQ49_RS13265,WQ49_RS13265,BCAL0083a,hypothetical protein,311.53002,0.236709137,0.174848031,-1.353799266,0.175800428,0.999054806
sgRNA1916,WQ49_RS13270,WQ49_RS13270,BCAL0084,transcriptional regulator,198.5266819,-0.097021655,0.195421072,0.49647489,0.619559399,0.999054806
sgRNA1917,WQ49_RS13280,WQ49_RS13275,BCAL0086,Cro/Cl family transcriptional regulator,167.2301958,0.12983833,0.216428098,-0.599914385,0.548563295,0.999054806
sgRNA1918,WQ49_RS13990,WQ49_RS13990,pBCA002,chromosome partitioning protein ParB,806.4117143,0.096265648,0.169001448,-0.56961434,0.5689393,0.999054806
sgRNA1919,WQ49_RS14425,WQ49_RS14425,pBCA002,chromosome partitioning protein ParB,5.016118769,0.131658348,0.999119457,-0.131774381,0.895162751,0.999054806
sgRNA1920,WQ49_RS14960,WQ49_RS14960,BCAM1305,Fis family transcriptional regulator,398.7958135,-0.029122427,0.160655728,0.181272262,0.856153877,0.999054806
sgRNA1921,WQ49_RS15145,WQ49_RS15145,BCAM1268a,(2Fe-2S)-binding protein,179.5746401,-0.083550311,0.205764322,0.406048579,0.684706907,0.999054806
sgRNA1922,WQ49_RS15155,WQ49_RS15155,BCAM1267,4-hydroxyproline 2-epimerase,224.97208,0.036185901,0.194986062,-0.185581989,0.852772579,0.999054806
sgRNA1923,WQ49_RS16225,WQ49_RS16225,BCAM1046,hypothetical protein,190.8747433,0.029635123,0.198022823,-0.149655089,0.881036743,0.999054806
sgRNA1928,WQ49_RS16475,WQ49_RS16475,BCAM0996,sporulation protein,5.016118769,0.131658348,0.999119457,-0.131774381,0.895162751,0.999054806
sgRNA1929,WQ49_RS16480,WQ49_RS16480,BCAM0995,folylpolyglutamate synthase,377.6532131,-0.018959986,0.164038104,0.115582814,0.907983184,0.999054806
sgRNA1930,WQ49_RS16485,WQ49_RS16485,BCAM0994,acetyl-CoA carboxylase carboxyltransferase subunit beta,15.40929086,-0.365798521,0.590181322,0.619807011,0.535384853,0.999054806
sgRNA1931,WQ49_RS16525,WQ49_RS16525,BCAM0986,aspartate-semialdehyde dehydrogenase,182.0937786,0.183256514,0.208746791,-0.877889013,0.380003952,0.999054806
sgRNA1932,WQ49_RS16580,WQ49_RS16580,BCAM0977,AsnC family transcriptional regulator,223.9829859,-0.04095814,0.188895433,0.216829697,0.828341067,0.999054806
sgRNA1933,WQ49_RS16615,WQ49_RS16615,BCAM0970,sdhB,283.9411335,-0.243082586,0.176769837,1.37513611,0.169089251,0.999054806
sgRNA1934,WQ49_RS16615,WQ49_RS16615,BCAM0970,sdhB,156.2566349,-0.0900559,0.22749671,0.395855837,0.692211383,0.999054806
sgRNA1935,WQ49_RS16730,WQ49_RS16730,BCAM0946a,hypothetical protein,448.7201566,-0.193556363,0.156234961,1.238879964,0.215389955,0.999054806
sgRNA1936,WQ49_RS16825,WQ49_RS16825,BCAM0928,aminoglycoside phosphotransferase APH(3'),551.8359945,0.211777762,0.148203347,-1.428967473,0.153013583,0.999054806
sgRNA1937,WQ49_RS16885,WQ49_RS16885,BCAM0918,#N/A,511.5898006,0.107348744,0.150693323,-0.712365626,0.476238395,0.999054806
sgRNA1938,WQ49_RS16895,WQ49_RS16895,BCAM0917,DNA primase,1083.221678,0.024473361,0.132997984,-0.184013025,0.854003237,0.999054806
sgRNA1939,WQ49_RS16925,WQ49_RS16925,BCAM0911,1-deoxy-D-xylulose-5-phosphate synthase,483.7093719,-0.059479399,0.153810426,0.386705897,0.69897395,0.999054806
sgRNA1940,WQ49_RS17185,WQ49_RS17185,BCAM0857,exopolysaccharide biosynthesis protein,175.7036707,-0.10945941,0.226200556,0.483904247,0.628453826,0.999054806
sgRNA1941,WQ49_RS17425,WQ49_RS17425,BCAM0808,hypothetical protein,30.08402769,-0.419806174,0.428115096,0.98059185,0.326794055,0.999054806
sgRNA1942,WQ49_RS17865,WQ49_RS17865,4.66522E+13,hypothetical protein,5.016118769,0.131658348,0.999119457,-0.131774381,0.895162751,0.999054806
sgRNA1943,WQ49_RS18035,WQ49_RS18035,BCAM0681,3-beta hydroxysteroid dehydrogenase,231.6528296,-0.149950167,0.189120417,0.792881964,0.427846597,0.999054806
sgRNA1944,WQ49_RS18245,WQ49_RS18245,BCAM0639,LuxR family transcriptional regulator,314.140438,-0.146589021,0.179610953,0.816147447,0.41441581,0.999054806
sgRNA1945,WQ49_RS18465,WQ49_RS18465,BCAM0596,alcohol dehydrogenase,159.2966684,-0.048130002,0.212946229,0.226019508,0.821186248,0.999054806
sgRNA1946,WQ49_RS18590,WQ49_RS18590,BCAM0572,flagellin N-methylase,293.7565732,-0.01190255,0.1734412,0.06862585,0.945287442,0.999054806
sgRNA1947,WQ49_RS18760,WQ49_RS18760,BCAM0539,rhodanese,150.6435075,-0.053913072,0.221376535,0.243535622,0.807590493,0.999054806
sgRNA1948,WQ49_RS19165,WQ49_RS19165,BCAM0457,hypothetical protein,203.2478155,-0.032927341,0.197665996,0.166580707,0.867699976,0.999054806
sgRNA1949,WQ49_RS19165,WQ49_RS19165,BCAM0457,hypothetical protein,5.016118769,0.131658348,0.999119457,-0.131774381,0.895162751,0.999054806
sgRNA1950,WQ49_RS19205,WQ49_RS19205,BCAM0448,RND transporter,369.8666534,-0.127367537,0.171417965,0.743023271,0.457467591,0.999054806
sgRNA1951,WQ49_RS19265,WQ49_RS19265,BCAM0436,RND transporter MFP subunit,5.016118769,0.131658348,0.999119457,-0.131774381,0.895162751,0.999054806
sgRNA1952,WQ49_RS20055,WQ49_RS20055,BCAM0277,hypothetical protein,156.3665588,0.157307582,0.221558329,-0.710005274,0.477700865,0.999054806
sgRNA1953,WQ49_RS20495,WQ49_RS20495,BCAM0186,#N/A,205.9797898,-0.045273882,0.196993888,0.229823791,0.818228697,0.999054806
sgRNA1954,WQ49_RS20870,WQ49_RS20870,BCAM0115,TetR family transcriptional regulator,629.8293622,-0.006623649,0.152758042,0.043360392,0.965414251,0.999054806
sgRNA1955,WQ49_RS21220,WQ49_RS21220,BCAM0045,hypothetical protein,5.757683738,0.264260844,0.933931668,-0.282955224,0.777211161,0.999054806
sgRNA1956,WQ49_RS21425,WQ49_RS21425,BCAM0004,chromosome partitioning protein ParB,11.04715868,-0.001522165,0.683592181,0.002226714,0.99822334,0.999054806
sgRNA1957,WQ49_RS21805,WQ49_RS21805,BCAM2769,KR domain protein,257.1516775,-0.15524888,0.182979572,0.848449245,0.396187827,0.999054806
sgRNA1958,WQ49_RS22125,WQ49_RS22125,#N/A,#N/A,19.17222448,-0.305152599,0.527299444,0.578708366,0.56278597,0.999054806
sgRNA1959,WQ49_RS22225,WQ49_RS22225,BCAM2688,N-acylglucosamine 2-epimerase,281.3601534,-0.094410257,0.183285069,0.515100643,0.606482694,0.999054806
sgRNA1960,WQ49_RS22415,WQ49_RS22415,BCAM2650,trans-2-enoyl-CoA reductase,62.97133234,0.152222649,0.322397053,-0.472158935,0.636813348,0.999054806
sgRNA1961,WQ49_RS23260,WQ49_RS23260,BCAL0423,chromosomal replication initiator protein DnaA,153.0981412,0.148037186,0.221287662,-0.668980749,0.503507758,0.999054806
sgRNA1962,WQ49_RS23465,WQ49_RS23465,BCAL0463,thioredoxin,5.016118769,0.131658348,0.999119457,-0.131774381,0.895162751,0.999054806
sgRNA1963,WQ49_RS23555,WQ49_RS23555,BCAL0480,rod shape-determining protein MreD,166.652589,-0.088218391,0.213847093,0.412530232,0.679950826,0.999054806
sgRNA1964,WQ49_RS23565,WQ49_RS23565,BCAL0482,rod shape-determining protein MreB,107.7001509,0.189128493,0.255971291,-0.738866036,0.459988348,0.999054806
sgRNA1965,WQ49_RS23690,WQ49_RS23690,BCAL0507,diaminopimelate epimerase,158.3390589,0.218836281,0.212385083,-1.030375002,0.302834003,0.999054806
sgRNA1966,WQ49_RS23690,WQ49_RS23690,BCAL0507,diaminopimelate epimerase,353.5640999,-0.059722428,0.165826325,0.360150466,0.718734615,0.999054806
sgRNA1967,WQ49_RS23695,WQ49_RS23695,BCAL0508,lauroyl acyltransferase,131.0112942,-0.056050864,0.23885754,0.234662317,0.814470837,0.999054806
sgRNA1968,WQ49_RS23715,WQ49_RS23715,BCAL0512,membrane protein,158.164065,-0.322808477,0.232353164,1.389300976,0.164741247,0.999054806
sgRNA1969,WQ49_RS23835,WQ49_RS23835,BCAL0536,ferredoxin--NADP reductase,79.33289873,0.026579541,0.284648128,-0.093376835,0.925604193,0.999054806
sgRNA1970,WQ49_RS24155,WQ49_RS24155,BCAL0601,glutamine amidotransferase,158.1287639,-0.120795734,0.212905319,0.567368324,0.570463966,0.999054806
sgRNA1971,WQ49_RS24220,WQ49_RS24220,BCAL0614,diguanylate cyclase,166.6425497,-0.062499497,0.212494679,0.294122642,0.76866419,0.999054806
sgRNA1972,WQ49_RS24330,WQ49_RS24330,BCAL0634,hypothetical protein,239.716896,-0.01552059,0.192047536,0.080816397,0.935587968,0.999054806
sgRNA1973,WQ49_RS24540,WQ49_RS24540,BCAL0679,argS,5.016118769,0.131658348,0.999119457,-0.131774381,0.895162751,0.999054806
sgRNA1974,WQ49_RS24610,WQ49_RS24610,BCAL0693,type III pantothenate kinase,111.4302276,0.018263645,0.2602409,-0.070179763,0.944050582,0.999054806
sgRNA1975,WQ49_RS24610,WQ49_RS24610,BCAL0693,type III pantothenate kinase,91.39109937,0.088325901,0.264046911,-0.334508367,0.737995978,0.999054806
sgRNA1976,WQ49_RS24695,WQ49_RS24695,BCAL0710,lipoyl synthase,198.7766433,-0.093217956,0.195323789,0.477248349,0.633185286,0.999054806
sgRNA1977,WQ49_RS25075,WQ49_RS25075,BCAL0787,DNA-directed RNA polymerase sigma-70 factor,193.2712127,-0.036313797,0.212916173,0.170554432,0.864574131,0.999054806
sgRNA1979,WQ49_RS25130,WQ49_RS25130,BCAL0798,peptidyl-tRNA hydrolase,124.6040431,-0.072834724,0.231342852,0.314834556,0.752887273,0.999054806
sgRNA1980,WQ49_RS25140,WQ49_RS25140,BCAL0800,ribose-phosphate diphosphokinase,434.2970809,-0.117407027,0.157875789,0.743667076,0.457077912,0.999054806
sgRNA1981,WQ49_RS25150,WQ49_RS25150,BCAL0802,ipk,190.666585,0.098639364,0.199239422,-0.495079553,0.620543966,0.999054806
sgRNA1982,WQ49_RS25150,WQ49_RS25150,BCAL0802,ipk,217.4534928,-0.061321771,0.194514114,0.31525615,0.752567176,0.999054806
sgRNA1983,WQ49_RS25185,WQ49_RS25185,BCAL0809,HPr kinase/phosphorylase,548.7679281,-0.093512205,0.155909534,0.599785031,0.548649511,0.999054806
sgRNA1984,WQ49_RS25190,WQ49_RS25190,#N/A,#N/A,219.9573829,-0.229561,0.195656109,1.173288176,0.240680262,0.999054806
sgRNA1985,WQ49_RS25205,WQ49_RS25205,BCAL0814,ABC transporter,714.3027083,-0.080195797,0.153872401,0.521183764,0.602238763,0.999054806
sgRNA1986,WQ49_RS25500,WQ49_RS25500,BCAL0873,ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE,294.282853,0.042678541,0.17541405,-0.243301723,0.80777167,0.999054806
